n_h,scaling_factor,learning_rate,num_iterations,cost,accuracy
8,0.1,1.5,7000,1.323866,47.812
8,0.1,1.5,10000,1.306588,27.187
8,0.1,1.5,15000,1.314162,40.625
8,0.1,1.5,20000,1.333943,44.062
8,0.1,1.5,30000,1.289926,50.625
8,0.1,1.5,50000,1.274598,33.125
8,0.1,1.8,500,1.401426,47.188
8,0.1,1.8,1000,1.37134,39.375
8,0.1,1.8,2000,1.366577,38.438
8,0.1,1.8,3000,1.366463,48.125
8,0.1,1.8,5000,1.32774,41.875
8,0.1,1.8,7000,1.328379,44.062
8,0.1,1.8,10000,1.312652,42.188
8,0.1,1.8,15000,1.321119,35.938
8,0.1,1.8,20000,1.273965,42.812
8,0.1,1.8,30000,1.306861,42.812
8,0.1,1.8,50000,1.262098,47.5
8,0.3,0.03,500,1.70357,30.625
8,0.3,0.03,1000,1.66414,47.5
8,0.3,0.03,2000,1.583792,41.25
8,0.3,0.03,3000,1.570976,43.438
8,0.3,0.03,5000,1.527037,42.188
8,0.3,0.03,7000,1.488552,45.625
8,0.3,0.03,10000,1.468186,41.562
8,0.3,0.03,15000,1.434139,43.125
8,0.3,0.03,20000,1.445174,46.875
8,0.3,0.03,30000,1.411106,37.188
8,0.3,0.03,50000,1.382944,28.438
8,0.3,0.1,500,1.593628,48.125
8,0.3,0.1,1000,1.556642,35.312
8,0.3,0.1,2000,1.512952,48.75
8,0.3,0.1,3000,1.468499,46.25
8,0.3,0.1,5000,1.456054,35.312
8,0.3,0.1,7000,1.418742,36.875
8,0.3,0.1,10000,1.429624,35.625
8,0.3,0.1,15000,1.430238,41.25
8,0.3,0.1,20000,1.342732,41.875
8,0.3,0.1,30000,1.361282,47.188
8,0.3,0.1,50000,1.340243,38.75
8,0.3,0.3,500,1.505763,39.375
8,0.3,0.3,1000,1.475509,47.188
8,0.3,0.3,2000,1.450041,45.938
8,0.3,0.3,3000,1.403617,44.062
8,0.3,0.3,5000,1.373412,46.875
8,0.3,0.3,7000,1.390734,49.375
8,0.3,0.3,10000,1.400076,41.875
8,0.3,0.3,15000,1.348059,47.812
8,0.3,0.3,20000,1.339994,41.562
8,0.3,0.3,30000,1.344775,42.812
8,0.3,0.3,50000,1.33159,41.875
8,0.3,0.5,500,1.483322,44.062
8,0.3,0.5,1000,1.448327,47.188
8,0.3,0.5,2000,1.409708,31.25
8,0.3,0.5,3000,1.401395,39.062
8,0.3,0.5,5000,1.388346,50.938
8,0.3,0.5,7000,1.360083,42.812
8,0.3,0.5,10000,1.375384,36.875
8,0.3,0.5,15000,1.35456,47.812
8,0.3,0.5,20000,1.304773,44.375
8,0.3,0.5,30000,1.335592,39.688
8,0.3,0.5,50000,1.341083,44.062
8,0.3,0.7,500,1.444966,38.75
8,0.3,0.7,1000,1.454092,40.312
8,0.3,0.7,2000,1.37795,52.188
8,0.3,0.7,3000,1.376224,46.562
8,0.3,0.7,5000,1.38611,30
8,0.3,0.7,7000,1.384477,43.75
8,0.3,0.7,10000,1.359349,23.75
8,0.3,0.7,15000,1.338172,45.938
8,0.3,0.7,20000,1.289948,24.062
8,0.3,0.7,30000,1.307614,45.312
8,0.3,0.7,50000,1.301225,46.875
8,0.3,0.9,500,1.452762,51.875
8,0.3,0.9,1000,1.420124,40.938
8,0.3,0.9,2000,1.387822,44.062
8,0.3,0.9,3000,1.384007,48.75
8,0.3,0.9,5000,1.373084,20.312
8,0.3,0.9,7000,1.317106,44.375
8,0.3,0.9,10000,1.338897,32.812
8,0.3,0.9,15000,1.326478,30.625
8,0.3,0.9,20000,1.311433,41.25
8,0.3,0.9,30000,1.320956,6.875
8,0.3,0.9,50000,1.30667,34.375
8,0.3,1.1,500,1.427182,37.188
8,0.3,1.1,1000,1.42402,48.125
8,0.3,1.1,2000,1.368594,51.562
8,0.3,1.1,3000,1.366607,50
8,0.3,1.1,5000,1.359105,43.125
8,0.3,1.1,7000,1.353082,45
8,0.3,1.1,10000,1.321643,44.688
8,0.3,1.1,15000,1.313175,43.438
8,0.3,1.1,20000,1.299652,46.875
8,0.3,1.1,30000,1.308735,42.5
8,0.3,1.1,50000,1.264433,36.562
8,0.3,1.3,500,1.443113,39.688
8,0.3,1.3,1000,1.407501,39.375
8,0.3,1.3,2000,1.350397,48.75
8,0.3,1.3,3000,1.383891,50.625
8,0.3,1.3,5000,1.346312,40
8,0.3,1.3,7000,1.347859,33.438
8,0.3,1.3,10000,1.336654,42.812
8,0.3,1.3,15000,1.316928,48.125
8,0.3,1.3,20000,1.323465,48.75
8,0.3,1.3,30000,1.313793,41.562
8,0.3,1.3,50000,1.26311,44.062
8,0.3,1.5,500,1.417365,33.125
8,0.3,1.5,1000,1.406578,38.438
8,0.3,1.5,2000,1.356968,50
8,0.3,1.5,3000,1.350585,40.938
8,0.3,1.5,5000,1.354362,52.188
8,0.3,1.5,7000,1.357326,41.875
8,0.3,1.5,10000,1.335186,41.25
8,0.3,1.5,15000,1.299675,50.625
8,0.3,1.5,20000,1.305121,49.688
8,0.3,1.5,30000,1.316147,36.562
8,0.3,1.5,50000,1.30196,51.25
8,0.3,1.8,500,1.417695,45.938
8,0.3,1.8,1000,1.414308,45.312
8,0.3,1.8,2000,1.362147,45.312
8,0.3,1.8,3000,1.344692,40.625
8,0.3,1.8,5000,1.303692,46.25
8,0.3,1.8,7000,1.292073,45.938
8,0.3,1.8,10000,1.273814,37.812
8,0.3,1.8,15000,1.290053,43.75
8,0.3,1.8,20000,1.288547,27.187
8,0.3,1.8,30000,1.302665,42.812
8,0.3,1.8,50000,1.300068,44.375
8,1,0.03,500,1.857256,8.125
8,1,0.03,1000,1.701665,48.75
8,1,0.03,2000,1.659009,35.312
8,1,0.03,3000,1.618709,50
8,1,0.03,5000,1.583246,50.313
8,1,0.03,7000,1.55948,32.5
8,1,0.03,10000,1.533423,49.688
8,1,0.03,15000,1.504332,29.375
8,1,0.03,20000,1.448016,37.188
8,1,0.03,30000,1.471401,38.438
8,1,0.03,50000,1.438067,45.625
8,1,0.1,500,1.638872,38.75
8,1,0.1,1000,1.590347,9.062
8,1,0.1,2000,1.508873,28.438
8,1,0.1,3000,1.526166,31.25
8,1,0.1,5000,1.505605,15.937
8,1,0.1,7000,1.441941,42.188
8,1,0.1,10000,1.468867,38.125
8,1,0.1,15000,1.386793,44.375
8,1,0.1,20000,1.406705,49.375
8,1,0.1,30000,1.402548,43.438
8,1,0.1,50000,1.378036,45
8,1,0.3,500,1.572226,38.75
8,1,0.3,1000,1.517205,45
8,1,0.3,2000,1.474701,40.625
8,1,0.3,3000,1.456132,20.625
8,1,0.3,5000,1.406596,42.5
8,1,0.3,7000,1.42632,30.312
8,1,0.3,10000,1.423409,46.875
8,1,0.3,15000,1.34801,42.812
8,1,0.3,20000,1.407573,42.812
8,1,0.3,30000,1.360781,42.5
8,1,0.3,50000,1.345338,39.688
8,1,0.5,500,1.552108,35.625
8,1,0.5,1000,1.471785,37.812
8,1,0.5,2000,1.418467,33.75
8,1,0.5,3000,1.451996,31.562
8,1,0.5,5000,1.405151,16.25
8,1,0.5,7000,1.429896,46.562
8,1,0.5,10000,1.404224,6.562
8,1,0.5,15000,1.391223,44.062
8,1,0.5,20000,1.378663,39.375
8,1,0.5,30000,1.367434,50.625
8,1,0.5,50000,1.356696,48.75
8,1,0.7,500,1.530061,33.438
8,1,0.7,1000,1.491278,41.875
8,1,0.7,2000,1.432058,47.812
8,1,0.7,3000,1.398482,43.75
8,1,0.7,5000,1.372993,29.375
8,1,0.7,7000,1.427996,45.312
8,1,0.7,10000,1.4093,33.125
8,1,0.7,15000,1.317775,41.562
8,1,0.7,20000,1.38656,36.25
8,1,0.7,30000,1.363746,42.5
8,1,0.7,50000,1.330341,35.625
8,1,0.9,500,1.519286,43.125
8,1,0.9,1000,1.456746,15
8,1,0.9,2000,1.421635,45.625
8,1,0.9,3000,1.430212,47.188
8,1,0.9,5000,1.362144,42.5
8,1,0.9,7000,1.402401,42.812
8,1,0.9,10000,1.416935,18.125
8,1,0.9,15000,1.381194,47.5
8,1,0.9,20000,1.373453,37.812
8,1,0.9,30000,1.368847,43.125
8,1,0.9,50000,1.380743,13.438
8,1,1.1,500,1.456702,51.562
8,1,1.1,1000,1.437033,39.375
8,1,1.1,2000,1.421897,52.812
8,1,1.1,3000,1.355071,37.188
8,1,1.1,5000,1.370822,36.25
8,1,1.1,7000,1.388961,44.688
8,1,1.1,10000,1.428293,15.937
8,1,1.1,15000,1.365811,35.312
8,1,1.1,20000,1.35071,40.312
8,1,1.1,30000,1.352028,9.688
8,1,1.1,50000,1.331554,39.688
8,1,1.3,500,1.405041,39.062
8,1,1.3,1000,1.45617,43.125
8,1,1.3,2000,1.38268,50.625
8,1,1.3,3000,1.39881,11.562
8,1,1.3,5000,1.405471,29.688
8,1,1.3,7000,1.339451,33.125
8,1,1.3,10000,1.375714,39.062
8,1,1.3,15000,1.328884,32.5
8,1,1.3,20000,1.339237,30.938
8,1,1.3,30000,1.353648,26.875
8,1,1.3,50000,1.389706,26.25
8,1,1.5,500,1.42929,48.75
8,1,1.5,1000,1.39556,15
8,1,1.5,2000,1.445962,16.562
8,1,1.5,3000,1.405052,26.25
8,1,1.5,5000,1.407958,42.812
8,1,1.5,7000,1.353121,33.438
8,1,1.5,10000,1.320865,44.688
8,1,1.5,15000,1.358853,48.75
8,1,1.5,20000,1.348422,26.25
8,1,1.5,30000,1.321463,47.188
8,1,1.5,50000,1.345043,8.438
8,1,1.8,500,1.449088,47.188
8,1,1.8,1000,1.399331,39.062
8,1,1.8,2000,1.349074,48.125
8,1,1.8,3000,1.456885,36.562
8,1,1.8,5000,1.358894,16.875
8,1,1.8,7000,1.366887,36.875
8,1,1.8,10000,1.3546,33.125
8,1,1.8,15000,1.397902,25
8,1,1.8,20000,1.336213,41.875
8,1,1.8,30000,1.326174,46.875
8,1,1.8,50000,1.34826,47.5
9,0.001,0.03,500,2.02831,43.438
9,0.001,0.03,1000,1.743353,49.062
9,0.001,0.03,2000,1.668266,43.438
9,0.001,0.03,3000,1.632344,34.688
9,0.001,0.03,5000,1.569343,34.375
9,0.001,0.03,7000,1.521803,42.188
9,0.001,0.03,10000,1.469463,33.438
9,0.001,0.03,15000,1.437851,51.25
9,0.001,0.03,20000,1.39797,50.938
9,0.001,0.03,30000,1.380386,49.062
9,0.001,0.03,50000,1.350414,24.375
9,0.001,0.1,500,1.687544,45.625
9,0.001,0.1,1000,1.609506,35.938
9,0.001,0.1,2000,1.531669,42.812
9,0.001,0.1,3000,1.515003,47.5
9,0.001,0.1,5000,1.428239,37.812
9,0.001,0.1,7000,1.39633,44.062
9,0.001,0.1,10000,1.369625,47.188
9,0.001,0.1,15000,1.344496,47.188
9,0.001,0.1,20000,1.361385,48.75
9,0.001,0.1,30000,1.354823,42.812
9,0.001,0.1,50000,1.304438,40
9,0.001,0.3,500,1.577945,37.5
9,0.001,0.3,1000,1.482808,48.75
9,0.001,0.3,2000,1.400569,45.312
9,0.001,0.3,3000,1.369811,40.625
9,0.001,0.3,5000,1.371631,51.562
9,0.001,0.3,7000,1.348899,35.312
9,0.001,0.3,10000,1.311269,37.5
9,0.001,0.3,15000,1.352971,42.5
9,0.001,0.3,20000,1.293848,29.375
9,0.001,0.3,30000,1.309759,38.438
9,0.001,0.3,50000,1.264739,47.812
9,0.001,0.5,500,1.492462,30.625
9,0.001,0.5,1000,1.412392,49.688
9,0.001,0.5,2000,1.380218,25
9,0.001,0.5,3000,1.353088,34.062
9,0.001,0.5,5000,1.382305,45.938
9,0.001,0.5,7000,1.340454,44.688
9,0.001,0.5,10000,1.286896,41.562
9,0.001,0.5,15000,1.291507,50
9,0.001,0.5,20000,1.275732,44.375
9,0.001,0.5,30000,1.31091,36.25
9,0.001,0.5,50000,1.240547,50.313
9,0.001,0.7,500,1.485565,45
9,0.001,0.7,1000,1.391535,45.938
9,0.001,0.7,2000,1.370671,47.5
9,0.001,0.7,3000,1.340807,47.188
9,0.001,0.7,5000,1.349527,46.875
9,0.001,0.7,7000,1.345284,25.312
9,0.001,0.7,10000,1.276027,42.5
9,0.001,0.7,15000,1.298202,43.125
9,0.001,0.7,20000,1.291584,33.438
9,0.001,0.7,30000,1.286136,49.062
9,0.001,0.7,50000,1.240564,42.812
9,0.001,0.9,500,1.421014,52.188
9,0.001,0.9,1000,1.370086,48.125
9,0.001,0.9,2000,1.344736,37.5
9,0.001,0.9,3000,1.334614,40.625
9,0.001,0.9,5000,1.309115,44.688
9,0.001,0.9,7000,1.330959,27.187
9,0.001,0.9,10000,1.267449,50.313
9,0.001,0.9,15000,1.278503,46.562
9,0.001,0.9,20000,1.287444,35.312
9,0.001,0.9,30000,1.237082,47.5
9,0.001,0.9,50000,1.229375,29.375
9,0.001,1.1,500,1.405779,44.688
9,0.001,1.1,1000,1.338762,46.875
9,0.001,1.1,2000,1.317602,39.688
9,0.001,1.1,3000,1.328929,46.875
9,0.001,1.1,5000,1.300894,50.313
9,0.001,1.1,7000,1.316327,41.875
9,0.001,1.1,10000,1.308685,42.812
9,0.001,1.1,15000,1.246992,42.812
9,0.001,1.1,20000,1.294889,40.938
9,0.001,1.1,30000,1.228527,45.938
9,0.001,1.1,50000,1.261333,38.75
9,0.001,1.3,500,1.423549,50.313
9,0.001,1.3,1000,1.351095,40
9,0.001,1.3,2000,1.355367,42.188
9,0.001,1.3,3000,1.347865,48.438
9,0.001,1.3,5000,1.32734,35.625
9,0.001,1.3,7000,1.289764,44.375
9,0.001,1.3,10000,1.269668,40
9,0.001,1.3,15000,1.260092,11.875
9,0.001,1.3,20000,1.248097,41.562
9,0.001,1.3,30000,1.257358,51.25
9,0.001,1.3,50000,1.241957,50.313
9,0.001,1.5,500,1.413151,37.5
9,0.001,1.5,1000,1.347375,39.688
9,0.001,1.5,2000,1.319057,40.938
9,0.001,1.5,3000,1.31232,47.5
9,0.001,1.5,5000,1.285047,30.312
9,0.001,1.5,7000,1.30571,30.938
9,0.001,1.5,10000,1.295177,48.125
9,0.001,1.5,15000,1.286014,40
9,0.001,1.5,20000,1.266838,44.375
9,0.001,1.5,30000,1.248767,48.438
9,0.001,1.5,50000,1.245977,34.688
9,0.001,1.8,500,1.415469,51.562
9,0.001,1.8,1000,1.333995,37.812
9,0.001,1.8,2000,1.347185,41.25
9,0.001,1.8,3000,1.303446,34.688
9,0.001,1.8,5000,1.29478,46.562
9,0.001,1.8,7000,1.277502,32.5
9,0.001,1.8,10000,1.308045,40.312
9,0.001,1.8,15000,1.287039,32.188
9,0.001,1.8,20000,1.243158,26.875
9,0.001,1.8,30000,1.242723,47.5
9,0.001,1.8,50000,1.22204,30.625
9,0.003,0.03,500,2.019798,43.75
9,0.003,0.03,1000,1.726982,42.812
9,0.003,0.03,2000,1.638088,38.75
9,0.003,0.03,3000,1.596112,45.312
9,0.003,0.03,5000,1.561889,41.562
9,0.003,0.03,7000,1.514362,47.812
9,0.003,0.03,10000,1.478494,41.25
9,0.003,0.03,15000,1.408913,41.875
9,0.003,0.03,20000,1.412208,39.688
9,0.003,0.03,30000,1.409678,36.875
9,0.003,0.03,50000,1.39106,50.313
9,0.003,0.1,500,1.659845,45
9,0.003,0.1,1000,1.591233,38.438
9,0.003,0.1,2000,1.511472,39.375
9,0.003,0.1,3000,1.468765,47.5
9,0.003,0.1,5000,1.42995,42.5
9,0.003,0.1,7000,1.387885,40.938
9,0.003,0.1,10000,1.394538,37.812
9,0.003,0.1,15000,1.365091,41.25
9,0.003,0.1,20000,1.346001,40
9,0.003,0.1,30000,1.335189,44.688
9,0.003,0.1,50000,1.335869,48.75
9,0.003,0.3,500,1.557249,45.938
9,0.003,0.3,1000,1.462597,37.812
9,0.003,0.3,2000,1.379398,38.75
9,0.003,0.3,3000,1.40028,47.812
9,0.003,0.3,5000,1.370397,45
9,0.003,0.3,7000,1.325805,49.688
9,0.003,0.3,10000,1.323195,47.188
9,0.003,0.3,15000,1.2763,44.375
9,0.003,0.3,20000,1.327731,45
9,0.003,0.3,30000,1.281096,50.625
9,0.003,0.3,50000,1.290708,43.438
9,0.003,0.5,500,1.510566,33.75
9,0.003,0.5,1000,1.409414,52.188
9,0.003,0.5,2000,1.370988,49.688
9,0.003,0.5,3000,1.378364,28.75
9,0.003,0.5,5000,1.364076,45.625
9,0.003,0.5,7000,1.338508,50.625
9,0.003,0.5,10000,1.282726,46.25
9,0.003,0.5,15000,1.315864,44.062
9,0.003,0.5,20000,1.289359,25
9,0.003,0.5,30000,1.316449,40
9,0.003,0.5,50000,1.252376,47.812
9,0.003,0.7,500,1.465518,47.812
9,0.003,0.7,1000,1.410373,47.188
9,0.003,0.7,2000,1.358285,45.312
9,0.003,0.7,3000,1.349016,24.375
9,0.003,0.7,5000,1.341907,38.75
9,0.003,0.7,7000,1.300838,45.312
9,0.003,0.7,10000,1.346598,51.562
9,0.003,0.7,15000,1.279012,43.438
9,0.003,0.7,20000,1.256205,37.5
9,0.003,0.7,30000,1.287403,39.375
9,0.003,0.7,50000,1.227081,40.625
9,0.003,0.9,500,1.441607,40.312
9,0.003,0.9,1000,1.410287,51.25
9,0.003,0.9,2000,1.374441,31.562
9,0.003,0.9,3000,1.347091,41.875
9,0.003,0.9,5000,1.322213,42.5
9,0.003,0.9,7000,1.263769,44.688
9,0.003,0.9,10000,1.24238,38.125
9,0.003,0.9,15000,1.308731,46.562
9,0.003,0.9,20000,1.28153,41.562
9,0.003,0.9,30000,1.250612,41.25
9,0.003,0.9,50000,1.202963,31.875
9,0.003,1.1,500,1.411333,45.625
9,0.003,1.1,1000,1.384933,43.125
9,0.003,1.1,2000,1.354837,45.625
9,0.003,1.1,3000,1.323786,36.875
9,0.003,1.1,5000,1.332898,45.625
9,0.003,1.1,7000,1.24737,42.812
9,0.003,1.1,10000,1.304665,41.875
9,0.003,1.1,15000,1.3054,28.75
9,0.003,1.1,20000,1.240828,38.125
9,0.003,1.1,30000,1.237298,43.75
9,0.003,1.1,50000,1.214063,46.562
9,0.003,1.3,500,1.423723,29.063
9,0.003,1.3,1000,1.362977,42.5
9,0.003,1.3,2000,1.342401,27.5
9,0.003,1.3,3000,1.287792,41.875
9,0.003,1.3,5000,1.2921,30
9,0.003,1.3,7000,1.27993,43.438
9,0.003,1.3,10000,1.293031,42.812
9,0.003,1.3,15000,1.272275,20.938
9,0.003,1.3,20000,1.2555,43.75
9,0.003,1.3,30000,1.249422,46.25
9,0.003,1.3,50000,1.242115,41.562
9,0.003,1.5,500,1.406184,50.313
9,0.003,1.5,1000,1.345883,40.312
9,0.003,1.5,2000,1.338567,49.062
9,0.003,1.5,3000,1.327595,47.812
9,0.003,1.5,5000,1.307199,41.875
9,0.003,1.5,7000,1.309556,33.438
9,0.003,1.5,10000,1.263837,45.625
9,0.003,1.5,15000,1.289259,43.75
9,0.003,1.5,20000,1.23419,50.625
9,0.003,1.5,30000,1.255856,43.75
9,0.003,1.5,50000,1.225383,49.688
9,0.003,1.8,500,1.40017,41.562
9,0.003,1.8,1000,1.317766,35.938
9,0.003,1.8,2000,1.34976,42.5
9,0.003,1.8,3000,1.290137,41.562
9,0.003,1.8,5000,1.311888,48.438
9,0.003,1.8,7000,1.273333,48.125
9,0.003,1.8,10000,1.286737,20.625
9,0.003,1.8,15000,1.270033,50
9,0.003,1.8,20000,1.286603,47.812
9,0.003,1.8,30000,1.237837,52.812
9,0.003,1.8,50000,1.258664,46.25
9,0.01,0.03,500,1.818097,41.875
9,0.01,0.03,1000,1.697222,44.375
9,0.01,0.03,2000,1.622772,39.688
9,0.01,0.03,3000,1.585697,43.75
9,0.01,0.03,5000,1.52924,33.438
9,0.01,0.03,7000,1.480357,47.812
9,0.01,0.03,10000,1.471215,25.938
9,0.01,0.03,15000,1.44364,46.875
9,0.01,0.03,20000,1.423854,23.125
9,0.01,0.03,30000,1.373137,46.875
9,0.01,0.03,50000,1.378272,41.875
9,0.01,0.1,500,1.648704,35.625
9,0.01,0.1,1000,1.576948,42.188
9,0.01,0.1,2000,1.509686,32.812
9,0.01,0.1,3000,1.466567,43.75
9,0.01,0.1,5000,1.435114,38.125
9,0.01,0.1,7000,1.402384,37.812
9,0.01,0.1,10000,1.366762,47.5
9,0.01,0.1,15000,1.342611,41.562
9,0.01,0.1,20000,1.346043,31.25
9,0.01,0.1,30000,1.331667,37.188
9,0.01,0.1,50000,1.321194,25.938
9,0.01,0.3,500,1.53415,49.062
9,0.01,0.3,1000,1.459244,48.125
9,0.01,0.3,2000,1.399953,42.812
9,0.01,0.3,3000,1.372815,41.562
9,0.01,0.3,5000,1.372357,50
9,0.01,0.3,7000,1.365432,40.625
9,0.01,0.3,10000,1.356906,51.562
9,0.01,0.3,15000,1.317627,42.188
9,0.01,0.3,20000,1.306554,27.5
9,0.01,0.3,30000,1.291246,52.5
9,0.01,0.3,50000,1.297383,27.812
9,0.01,0.5,500,1.477661,44.688
9,0.01,0.5,1000,1.432145,45.938
9,0.01,0.5,2000,1.36846,36.25
9,0.01,0.5,3000,1.336301,41.25
9,0.01,0.5,5000,1.334913,45.625
9,0.01,0.5,7000,1.318091,49.688
9,0.01,0.5,10000,1.332051,43.438
9,0.01,0.5,15000,1.2809,40.625
9,0.01,0.5,20000,1.281543,37.188
9,0.01,0.5,30000,1.25698,39.688
9,0.01,0.5,50000,1.274049,10.938
9,0.01,0.7,500,1.464957,48.438
9,0.01,0.7,1000,1.405606,40.625
9,0.01,0.7,2000,1.332287,52.5
9,0.01,0.7,3000,1.356218,30.938
9,0.01,0.7,5000,1.294096,11.875
9,0.01,0.7,7000,1.317602,45
9,0.01,0.7,10000,1.287595,36.25
9,0.01,0.7,15000,1.273619,43.438
9,0.01,0.7,20000,1.296797,41.562
9,0.01,0.7,30000,1.278583,52.188
9,0.01,0.7,50000,1.269178,29.375
9,0.01,0.9,500,1.433571,48.125
9,0.01,0.9,1000,1.382125,42.5
9,0.01,0.9,2000,1.34711,49.062
9,0.01,0.9,3000,1.288418,43.125
9,0.01,0.9,5000,1.312298,39.062
9,0.01,0.9,7000,1.309769,41.875
9,0.01,0.9,10000,1.324578,40.625
9,0.01,0.9,15000,1.294965,47.188
9,0.01,0.9,20000,1.243631,41.875
9,0.01,0.9,30000,1.252324,36.875
9,0.01,0.9,50000,1.269439,47.188
9,0.01,1.1,500,1.394804,46.25
9,0.01,1.1,1000,1.399526,39.375
9,0.01,1.1,2000,1.330355,36.25
9,0.01,1.1,3000,1.375149,41.562
9,0.01,1.1,5000,1.330829,43.75
9,0.01,1.1,7000,1.296225,19.062
9,0.01,1.1,10000,1.307662,20.938
9,0.01,1.1,15000,1.247246,46.562
9,0.01,1.1,20000,1.291123,40.625
9,0.01,1.1,30000,1.26087,29.688
9,0.01,1.1,50000,1.219635,49.375
9,0.01,1.3,500,1.401772,45.312
9,0.01,1.3,1000,1.372945,39.688
9,0.01,1.3,2000,1.370261,41.25
9,0.01,1.3,3000,1.325353,27.812
9,0.01,1.3,5000,1.277634,46.562
9,0.01,1.3,7000,1.318635,52.5
9,0.01,1.3,10000,1.296093,30.625
9,0.01,1.3,15000,1.277427,35.625
9,0.01,1.3,20000,1.27079,46.875
9,0.01,1.3,30000,1.223891,46.875
9,0.01,1.3,50000,1.273613,47.812
9,0.01,1.5,500,1.417391,38.438
9,0.01,1.5,1000,1.364719,31.875
9,0.01,1.5,2000,1.322072,44.062
9,0.01,1.5,3000,1.340902,42.5
9,0.01,1.5,5000,1.299526,45.938
9,0.01,1.5,7000,1.262051,46.875
9,0.01,1.5,10000,1.262016,50.938
9,0.01,1.5,15000,1.278505,47.812
9,0.01,1.5,20000,1.252678,49.688
9,0.01,1.5,30000,1.271891,42.188
9,0.01,1.5,50000,1.215454,29.063
9,0.01,1.8,500,1.406565,39.375
9,0.01,1.8,1000,1.355223,48.125
9,0.01,1.8,2000,1.314636,40.625
9,0.01,1.8,3000,1.329904,40.938
9,0.01,1.8,5000,1.302401,3.438
9,0.01,1.8,7000,1.284795,44.062
9,0.01,1.8,10000,1.298471,40
9,0.01,1.8,15000,1.269863,44.375
9,0.01,1.8,20000,1.27391,49.062
9,0.01,1.8,30000,1.238098,43.125
9,0.01,1.8,50000,1.259936,30.938
9,0.03,0.03,500,1.792478,48.438
9,0.03,0.03,1000,1.674542,45.625
9,0.03,0.03,2000,1.602858,36.25
9,0.03,0.03,3000,1.569442,33.125
9,0.03,0.03,5000,1.522555,43.125
9,0.03,0.03,7000,1.511641,46.875
9,0.03,0.03,10000,1.478182,47.188
9,0.03,0.03,15000,1.447398,40.625
9,0.03,0.03,20000,1.400263,42.5
9,0.03,0.03,30000,1.408751,47.812
9,0.03,0.03,50000,1.385011,12.188
9,0.03,0.1,500,1.620541,35
9,0.03,0.1,1000,1.572092,46.25
9,0.03,0.1,2000,1.50572,36.562
9,0.03,0.1,3000,1.464198,46.25
9,0.03,0.1,5000,1.422866,49.375
9,0.03,0.1,7000,1.381346,49.375
9,0.03,0.1,10000,1.363934,40.625
9,0.03,0.1,15000,1.399833,43.125
9,0.03,0.1,20000,1.353841,41.562
9,0.03,0.1,30000,1.312006,40.312
9,0.03,0.1,50000,1.302178,49.688
9,0.03,0.3,500,1.522024,39.688
9,0.03,0.3,1000,1.474979,18.438
9,0.03,0.3,2000,1.385215,45
9,0.03,0.3,3000,1.37524,39.375
9,0.03,0.3,5000,1.37716,44.062
9,0.03,0.3,7000,1.362972,39.062
9,0.03,0.3,10000,1.356752,43.75
9,0.03,0.3,15000,1.318949,49.375
9,0.03,0.3,20000,1.297501,42.812
9,0.03,0.3,30000,1.311465,45.312
9,0.03,0.3,50000,1.307788,46.25
9,0.03,0.5,500,1.473079,47.5
9,0.03,0.5,1000,1.398966,53.125
9,0.03,0.5,2000,1.387221,45.625
9,0.03,0.5,3000,1.366723,25.312
9,0.03,0.5,5000,1.33193,50.313
9,0.03,0.5,7000,1.341719,41.562
9,0.03,0.5,10000,1.303263,47.5
9,0.03,0.5,15000,1.282672,47.188
9,0.03,0.5,20000,1.314172,44.375
9,0.03,0.5,30000,1.272302,37.5
9,0.03,0.5,50000,1.251308,47.812
9,0.03,0.7,500,1.451263,45.312
9,0.03,0.7,1000,1.402363,32.812
9,0.03,0.7,2000,1.357379,37.812
9,0.03,0.7,3000,1.365778,43.125
9,0.03,0.7,5000,1.319915,50.313
9,0.03,0.7,7000,1.322967,39.688
9,0.03,0.7,10000,1.302546,30
9,0.03,0.7,15000,1.29011,48.438
9,0.03,0.7,20000,1.292761,46.562
9,0.03,0.7,30000,1.267273,26.25
9,0.03,0.7,50000,1.239308,48.125
9,0.03,0.9,500,1.43493,48.125
9,0.03,0.9,1000,1.40895,48.125
9,0.03,0.9,2000,1.348949,43.438
9,0.03,0.9,3000,1.321577,51.25
9,0.03,0.9,5000,1.278312,38.438
9,0.03,0.9,7000,1.29917,48.75
9,0.03,0.9,10000,1.255408,38.438
9,0.03,0.9,15000,1.301998,48.125
9,0.03,0.9,20000,1.314539,36.562
9,0.03,0.9,30000,1.26798,53.438
9,0.03,0.9,50000,1.259166,36.562
9,0.03,1.1,500,1.404095,27.187
9,0.03,1.1,1000,1.384475,43.125
9,0.03,1.1,2000,1.355201,53.125
9,0.03,1.1,3000,1.308446,45.312
9,0.03,1.1,5000,1.29987,41.875
9,0.03,1.1,7000,1.275824,44.062
9,0.03,1.1,10000,1.294484,38.125
9,0.03,1.1,15000,1.311684,48.75
9,0.03,1.1,20000,1.270223,43.125
9,0.03,1.1,30000,1.240497,40.312
9,0.03,1.1,50000,1.260825,39.062
9,0.03,1.3,500,1.393947,49.375
9,0.03,1.3,1000,1.348732,38.75
9,0.03,1.3,2000,1.336251,45.312
9,0.03,1.3,3000,1.305649,11.25
9,0.03,1.3,5000,1.28485,37.812
9,0.03,1.3,7000,1.305959,32.188
