n_h,scaling_factor,learning_rate,num_iterations,cost,accuracy
5,0.3,0.3,3000,1.505754,23.75
5,0.3,0.3,5000,1.499712,29.375
5,0.3,0.3,7000,1.4804,28.75
5,0.3,0.3,10000,1.466024,37.812
5,0.3,0.3,15000,1.465261,43.125
5,0.3,0.3,20000,1.463094,34.688
5,0.3,0.3,30000,1.466581,51.875
5,0.3,0.3,50000,1.430366,9.062
5,0.3,0.5,500,1.532369,50
5,0.3,0.5,1000,1.52381,34.688
5,0.3,0.5,2000,1.480095,40.625
5,0.3,0.5,3000,1.482997,50.938
5,0.3,0.5,5000,1.470459,40
5,0.3,0.5,7000,1.47553,49.688
5,0.3,0.5,10000,1.463115,48.75
5,0.3,0.5,15000,1.476627,37.188
5,0.3,0.5,20000,1.45545,47.188
5,0.3,0.5,30000,1.455358,25
5,0.3,0.5,50000,1.441718,46.25
5,0.3,0.7,500,1.529108,41.875
5,0.3,0.7,1000,1.512071,49.688
5,0.3,0.7,2000,1.479131,48.438
5,0.3,0.7,3000,1.464823,50.625
5,0.3,0.7,5000,1.473888,19.688
5,0.3,0.7,7000,1.48092,14.062
5,0.3,0.7,10000,1.466137,42.188
5,0.3,0.7,15000,1.446831,35.625
5,0.3,0.7,20000,1.439476,43.125
5,0.3,0.7,30000,1.464636,34.375
5,0.3,0.7,50000,1.461921,29.375
5,0.3,0.9,500,1.521543,48.75
5,0.3,0.9,1000,1.500034,50.625
5,0.3,0.9,2000,1.486401,41.875
5,0.3,0.9,3000,1.483772,36.562
5,0.3,0.9,5000,1.440046,47.812
5,0.3,0.9,7000,1.46698,40
5,0.3,0.9,10000,1.449745,33.438
5,0.3,0.9,15000,1.460489,41.875
5,0.3,0.9,20000,1.447029,30.312
5,0.3,0.9,30000,1.457965,41.25
5,0.3,0.9,50000,1.462975,30.312
5,0.3,1.1,500,1.51852,49.062
5,0.3,1.1,1000,1.479731,37.5
5,0.3,1.1,2000,1.494231,16.25
5,0.3,1.1,3000,1.467386,38.125
5,0.3,1.1,5000,1.458939,42.812
5,0.3,1.1,7000,1.457244,47.188
5,0.3,1.1,10000,1.43786,36.25
5,0.3,1.1,15000,1.457362,30.312
5,0.3,1.1,20000,1.464858,48.75
5,0.3,1.1,30000,1.444767,28.75
5,0.3,1.1,50000,1.469035,35
5,0.3,1.3,500,1.490463,41.562
5,0.3,1.3,1000,1.504753,44.375
5,0.3,1.3,2000,1.48241,39.062
5,0.3,1.3,3000,1.497535,46.562
5,0.3,1.3,5000,1.487064,44.062
5,0.3,1.3,7000,1.441773,53.438
5,0.3,1.3,10000,1.455673,38.125
5,0.3,1.3,15000,1.440963,42.812
5,0.3,1.3,20000,1.433008,50.938
5,0.3,1.3,30000,1.426298,39.375
5,0.3,1.3,50000,1.434441,48.125
5,0.3,1.5,500,1.505627,37.5
5,0.3,1.5,1000,1.489458,47.5
5,0.3,1.5,2000,1.47513,35
5,0.3,1.5,3000,1.477684,50.938
5,0.3,1.5,5000,1.461634,34.375
5,0.3,1.5,7000,1.479768,32.188
5,0.3,1.5,10000,1.451863,35.625
5,0.3,1.5,15000,1.417213,31.562
5,0.3,1.5,20000,1.463646,43.125
5,0.3,1.5,30000,1.424827,45.312
5,0.3,1.5,50000,1.446897,31.875
5,0.3,1.8,500,1.501651,47.188
5,0.3,1.8,1000,1.483402,39.062
5,0.3,1.8,2000,1.477883,41.875
5,0.3,1.8,3000,1.474002,34.688
5,0.3,1.8,5000,1.49846,42.812
5,0.3,1.8,7000,1.450823,45.938
5,0.3,1.8,10000,1.465621,48.75
5,0.3,1.8,15000,1.427439,40.312
5,0.3,1.8,20000,1.457423,37.5
5,0.3,1.8,30000,1.432176,40.625
5,0.3,1.8,50000,1.444565,42.812
5,1,0.03,500,1.901053,11.562
5,1,0.03,1000,1.820799,41.875
5,1,0.03,2000,1.65914,51.875
5,1,0.03,3000,1.652391,22.188
5,1,0.03,5000,1.615796,50.625
5,1,0.03,7000,1.617794,43.125
5,1,0.03,10000,1.556482,42.5
5,1,0.03,15000,1.49274,49.375
5,1,0.03,20000,1.491063,44.062
5,1,0.03,30000,1.538013,43.438
5,1,0.03,50000,1.490111,46.875
5,1,0.1,500,1.688329,45.625
5,1,0.1,1000,1.620094,50.625
5,1,0.1,2000,1.546195,44.375
5,1,0.1,3000,1.590711,40.312
5,1,0.1,5000,1.517227,47.188
5,1,0.1,7000,1.521004,49.062
5,1,0.1,10000,1.506295,38.125
5,1,0.1,15000,1.48597,45.625
5,1,0.1,20000,1.522514,37.5
5,1,0.1,30000,1.496831,42.188
5,1,0.1,50000,1.474782,41.562
5,1,0.3,500,1.589201,50.625
5,1,0.3,1000,1.567315,47.188
5,1,0.3,2000,1.533839,43.438
5,1,0.3,3000,1.509482,41.875
5,1,0.3,5000,1.540716,47.5
5,1,0.3,7000,1.467561,40.938
5,1,0.3,10000,1.490021,37.5
5,1,0.3,15000,1.467281,45
5,1,0.3,20000,1.48657,47.188
5,1,0.3,30000,1.477485,33.438
5,1,0.3,50000,1.50802,49.375
5,1,0.5,500,1.543379,51.562
5,1,0.5,1000,1.547955,42.188
5,1,0.5,2000,1.543796,47.812
5,1,0.5,3000,1.508718,48.75
5,1,0.5,5000,1.530479,5.312
5,1,0.5,7000,1.52285,43.125
5,1,0.5,10000,1.514163,29.375
5,1,0.5,15000,1.493908,36.562
5,1,0.5,20000,1.45911,30.625
5,1,0.5,30000,1.467153,39.688
5,1,0.5,50000,1.470226,47.188
5,1,0.7,500,1.572163,50
5,1,0.7,1000,1.531081,37.5
5,1,0.7,2000,1.514483,48.75
5,1,0.7,3000,1.51241,42.812
5,1,0.7,5000,1.504372,49.688
5,1,0.7,7000,1.489807,51.562
5,1,0.7,10000,1.475172,40.938
5,1,0.7,15000,1.458551,42.5
5,1,0.7,20000,1.466886,46.562
5,1,0.7,30000,1.451867,41.875
5,1,0.7,50000,1.452145,45.625
5,1,0.9,500,1.559992,48.75
5,1,0.9,1000,1.50808,50.625
5,1,0.9,2000,1.513355,50
5,1,0.9,3000,1.516827,40.938
5,1,0.9,5000,1.497439,49.688
5,1,0.9,7000,1.480422,46.875
5,1,0.9,10000,1.496943,50.625
5,1,0.9,15000,1.455805,47.188
5,1,0.9,20000,1.468422,44.062
5,1,0.9,30000,1.442788,46.562
5,1,0.9,50000,1.45604,47.812
5,1,1.1,500,1.577784,51.25
5,1,1.1,1000,1.495616,44.688
5,1,1.1,2000,1.482439,44.062
5,1,1.1,3000,1.497363,52.5
5,1,1.1,5000,1.464602,31.562
5,1,1.1,7000,1.448574,43.125
5,1,1.1,10000,1.502763,40.938
5,1,1.1,15000,1.474314,19.375
5,1,1.1,20000,1.482107,28.438
5,1,1.1,30000,1.429792,30.938
5,1,1.1,50000,1.486314,49.375
5,1,1.3,500,1.551323,37.188
5,1,1.3,1000,1.505942,39.062
5,1,1.3,2000,1.515657,41.25
5,1,1.3,3000,1.51835,31.562
5,1,1.3,5000,1.467962,41.562
5,1,1.3,7000,1.502317,47.5
5,1,1.3,10000,1.511278,40.938
5,1,1.3,15000,1.467296,41.875
5,1,1.3,20000,1.462556,41.562
5,1,1.3,30000,1.447974,32.812
5,1,1.3,50000,1.469749,43.75
5,1,1.5,500,1.552518,50.313
5,1,1.5,1000,1.493178,46.875
5,1,1.5,2000,1.536494,35.312
5,1,1.5,3000,1.523959,48.125
5,1,1.5,5000,1.490321,45.312
5,1,1.5,7000,1.468796,49.375
5,1,1.5,10000,1.464359,48.438
5,1,1.5,15000,1.439618,51.875
5,1,1.5,20000,1.472695,40.938
5,1,1.5,30000,1.472282,39.688
5,1,1.5,50000,1.454356,43.75
5,1,1.8,500,1.480767,37.812
5,1,1.8,1000,1.505385,31.25
5,1,1.8,2000,1.516699,46.25
5,1,1.8,3000,1.49354,37.5
5,1,1.8,5000,1.477298,42.188
5,1,1.8,7000,1.451006,38.438
5,1,1.8,10000,1.462845,51.875
5,1,1.8,15000,1.46476,27.812
5,1,1.8,20000,1.447449,48.75
5,1,1.8,30000,1.463711,45.625
5,1,1.8,50000,1.452375,26.875
6,0.001,0.03,500,2.030039,43.438
6,0.001,0.03,1000,1.748908,49.062
6,0.001,0.03,2000,1.668769,42.812
6,0.001,0.03,3000,1.647296,37.812
6,0.001,0.03,5000,1.578473,36.562
6,0.001,0.03,7000,1.56336,45.312
6,0.001,0.03,10000,1.526237,39.375
6,0.001,0.03,15000,1.50431,42.188
6,0.001,0.03,20000,1.49177,50.313
6,0.001,0.03,30000,1.460691,46.562
6,0.001,0.03,50000,1.465916,33.438
6,0.001,0.1,500,1.700608,45.625
6,0.001,0.1,1000,1.617674,46.562
6,0.001,0.1,2000,1.553869,46.562
6,0.001,0.1,3000,1.510988,50.938
6,0.001,0.1,5000,1.48235,46.562
6,0.001,0.1,7000,1.505226,44.375
6,0.001,0.1,10000,1.452139,48.438
6,0.001,0.1,15000,1.438015,49.688
6,0.001,0.1,20000,1.457458,35.312
6,0.001,0.1,30000,1.425253,39.062
6,0.001,0.1,50000,1.440032,44.375
6,0.001,0.3,500,1.588022,42.812
6,0.001,0.3,1000,1.498414,45.312
6,0.001,0.3,2000,1.49242,51.562
6,0.001,0.3,3000,1.461784,38.75
6,0.001,0.3,5000,1.430164,48.75
6,0.001,0.3,7000,1.452453,38.125
6,0.001,0.3,10000,1.446011,21.562
6,0.001,0.3,15000,1.422498,37.5
6,0.001,0.3,20000,1.436135,48.125
6,0.001,0.3,30000,1.419959,43.125
6,0.001,0.3,50000,1.402503,47.5
6,0.001,0.5,500,1.524369,45.625
6,0.001,0.5,1000,1.480784,44.375
6,0.001,0.5,2000,1.493947,48.438
6,0.001,0.5,3000,1.453975,35
6,0.001,0.5,5000,1.443252,43.438
6,0.001,0.5,7000,1.447454,43.125
6,0.001,0.5,10000,1.422828,49.375
6,0.001,0.5,15000,1.428933,46.562
6,0.001,0.5,20000,1.430105,48.75
6,0.001,0.5,30000,1.417321,47.812
6,0.001,0.5,50000,1.380314,47.5
6,0.001,0.7,500,1.516222,30.938
6,0.001,0.7,1000,1.463205,38.438
6,0.001,0.7,2000,1.458368,48.438
6,0.001,0.7,3000,1.445985,50.938
6,0.001,0.7,5000,1.425314,43.438
6,0.001,0.7,7000,1.414052,40.312
6,0.001,0.7,10000,1.419659,43.438
6,0.001,0.7,15000,1.415973,49.062
6,0.001,0.7,20000,1.419334,45.625
6,0.001,0.7,30000,1.41405,45.312
6,0.001,0.7,50000,1.420046,49.375
6,0.001,0.9,500,1.492545,49.688
6,0.001,0.9,1000,1.471,40.938
6,0.001,0.9,2000,1.447789,42.812
6,0.001,0.9,3000,1.438657,35.312
6,0.001,0.9,5000,1.434802,18.75
6,0.001,0.9,7000,1.440205,47.812
6,0.001,0.9,10000,1.432067,36.562
6,0.001,0.9,15000,1.407718,45
6,0.001,0.9,20000,1.406866,48.125
6,0.001,0.9,30000,1.40688,31.25
6,0.001,0.9,50000,1.373758,55.937
6,0.001,1.1,500,1.466734,47.812
6,0.001,1.1,1000,1.463339,35
6,0.001,1.1,2000,1.465096,42.188
6,0.001,1.1,3000,1.434903,46.562
6,0.001,1.1,5000,1.426789,46.25
6,0.001,1.1,7000,1.442645,51.562
6,0.001,1.1,10000,1.430133,30
6,0.001,1.1,15000,1.432661,30
6,0.001,1.1,20000,1.393705,41.875
6,0.001,1.1,30000,1.420368,43.75
6,0.001,1.1,50000,1.380268,38.438
6,0.001,1.3,500,1.485472,52.188
6,0.001,1.3,1000,1.44573,36.25
6,0.001,1.3,2000,1.439663,51.875
6,0.001,1.3,3000,1.431608,50.938
6,0.001,1.3,5000,1.444106,55
6,0.001,1.3,7000,1.427255,50
6,0.001,1.3,10000,1.435402,46.562
6,0.001,1.3,15000,1.41617,45.312
6,0.001,1.3,20000,1.400967,41.875
6,0.001,1.3,30000,1.413921,34.688
6,0.001,1.3,50000,1.39493,42.188
6,0.001,1.5,500,1.467238,34.375
6,0.001,1.5,1000,1.458564,44.688
6,0.001,1.5,2000,1.438409,44.688
6,0.001,1.5,3000,1.426784,48.438
6,0.001,1.5,5000,1.434993,45.625
6,0.001,1.5,7000,1.431655,43.438
6,0.001,1.5,10000,1.413766,44.688
6,0.001,1.5,15000,1.394615,48.125
6,0.001,1.5,20000,1.420983,42.812
6,0.001,1.5,30000,1.388959,42.812
6,0.001,1.5,50000,1.371373,48.75
6,0.001,1.8,500,1.476995,41.25
6,0.001,1.8,1000,1.458945,26.25
6,0.001,1.8,2000,1.452663,48.438
6,0.001,1.8,3000,1.449737,50.313
6,0.001,1.8,5000,1.415041,48.125
6,0.001,1.8,7000,1.414113,25.938
6,0.001,1.8,10000,1.410049,49.688
6,0.001,1.8,15000,1.397647,32.5
6,0.001,1.8,20000,1.386064,43.125
6,0.001,1.8,30000,1.368168,42.188
6,0.001,1.8,50000,1.396159,43.75
6,0.003,0.03,500,1.90681,45
6,0.003,0.03,1000,1.737176,49.688
6,0.003,0.03,2000,1.650131,50.625
6,0.003,0.03,3000,1.610873,36.25
6,0.003,0.03,5000,1.549687,45.625
6,0.003,0.03,7000,1.551205,42.188
6,0.003,0.03,10000,1.501624,36.562
6,0.003,0.03,15000,1.465498,41.562
6,0.003,0.03,20000,1.457563,40.938
6,0.003,0.03,30000,1.444651,43.75
6,0.003,0.03,50000,1.462458,46.875
6,0.003,0.1,500,1.666864,44.062
6,0.003,0.1,1000,1.616175,45.938
6,0.003,0.1,2000,1.524004,32.5
6,0.003,0.1,3000,1.511478,50
6,0.003,0.1,5000,1.471742,26.562
6,0.003,0.1,7000,1.482143,49.375
6,0.003,0.1,10000,1.487933,45.625
6,0.003,0.1,15000,1.4605,45.625
6,0.003,0.1,20000,1.444224,41.562
6,0.003,0.1,30000,1.43332,49.375
6,0.003,0.1,50000,1.424983,49.062
6,0.003,0.3,500,1.594385,45.938
6,0.003,0.3,1000,1.508972,42.188
6,0.003,0.3,2000,1.479745,47.5
6,0.003,0.3,3000,1.465988,46.562
6,0.003,0.3,5000,1.452174,45.312
6,0.003,0.3,7000,1.456356,48.125
6,0.003,0.3,10000,1.420909,41.562
6,0.003,0.3,15000,1.439713,23.75
6,0.003,0.3,20000,1.42455,27.812
6,0.003,0.3,30000,1.425299,48.75
6,0.003,0.3,50000,1.424716,35.938
6,0.003,0.5,500,1.54165,39.688
6,0.003,0.5,1000,1.5187,36.875
6,0.003,0.5,2000,1.460386,25.625
6,0.003,0.5,3000,1.471299,51.25
6,0.003,0.5,5000,1.445598,50
6,0.003,0.5,7000,1.434617,44.375
6,0.003,0.5,10000,1.432866,44.375
6,0.003,0.5,15000,1.412129,36.875
6,0.003,0.5,20000,1.448552,31.25
6,0.003,0.5,30000,1.407097,47.188
6,0.003,0.5,50000,1.405743,42.188
6,0.003,0.7,500,1.49952,48.75
6,0.003,0.7,1000,1.474792,38.75
6,0.003,0.7,2000,1.464361,25.312
6,0.003,0.7,3000,1.454431,42.812
6,0.003,0.7,5000,1.43757,31.25
6,0.003,0.7,7000,1.45423,41.875
6,0.003,0.7,10000,1.418199,50.313
6,0.003,0.7,15000,1.417777,49.688
6,0.003,0.7,20000,1.390686,32.188
6,0.003,0.7,30000,1.400734,43.75
6,0.003,0.7,50000,1.415003,48.438
6,0.003,0.9,500,1.496543,47.5
6,0.003,0.9,1000,1.471983,50.625
6,0.003,0.9,2000,1.452525,47.812
6,0.003,0.9,3000,1.43768,52.188
6,0.003,0.9,5000,1.422725,40
6,0.003,0.9,7000,1.403016,45.312
6,0.003,0.9,10000,1.396107,47.812
6,0.003,0.9,15000,1.399895,45.938
6,0.003,0.9,20000,1.408446,49.062
6,0.003,0.9,30000,1.402652,42.5
6,0.003,0.9,50000,1.401461,31.25
6,0.003,1.1,500,1.495669,46.25
6,0.003,1.1,1000,1.479115,42.812
6,0.003,1.1,2000,1.428194,45.938
6,0.003,1.1,3000,1.436588,23.75
6,0.003,1.1,5000,1.441151,44.375
6,0.003,1.1,7000,1.411101,30.625
6,0.003,1.1,10000,1.433601,27.5
6,0.003,1.1,15000,1.392556,45
6,0.003,1.1,20000,1.397277,38.438
6,0.003,1.1,30000,1.428288,42.5
6,0.003,1.1,50000,1.391561,45.312
6,0.003,1.3,500,1.473088,36.25
6,0.003,1.3,1000,1.464682,50.625
6,0.003,1.3,2000,1.4314,48.125
6,0.003,1.3,3000,1.424987,46.562
6,0.003,1.3,5000,1.42437,45.312
6,0.003,1.3,7000,1.427939,45.312
6,0.003,1.3,10000,1.411307,48.125
6,0.003,1.3,15000,1.416776,40.625
6,0.003,1.3,20000,1.409341,48.125
6,0.003,1.3,30000,1.385136,35.625
6,0.003,1.3,50000,1.378538,46.562
6,0.003,1.5,500,1.48868,48.75
6,0.003,1.5,1000,1.448002,48.438
6,0.003,1.5,2000,1.418934,47.812
6,0.003,1.5,3000,1.439409,19.688
6,0.003,1.5,5000,1.411185,44.688
6,0.003,1.5,7000,1.396036,45.312
6,0.003,1.5,10000,1.412548,38.438
6,0.003,1.5,15000,1.395541,51.25
6,0.003,1.5,20000,1.432643,22.5
6,0.003,1.5,30000,1.389868,46.875
6,0.003,1.5,50000,1.371433,50
6,0.003,1.8,500,1.473933,40.625
6,0.003,1.8,1000,1.449999,46.25
6,0.003,1.8,2000,1.439575,48.125
6,0.003,1.8,3000,1.448472,20.625
6,0.003,1.8,5000,1.42192,32.812
6,0.003,1.8,7000,1.415685,43.75
6,0.003,1.8,10000,1.420996,43.75
6,0.003,1.8,15000,1.414066,34.062
6,0.003,1.8,20000,1.400442,37.5
6,0.003,1.8,30000,1.379615,45.938
6,0.003,1.8,50000,1.368727,43.125
6,0.01,0.03,500,1.885614,45.625
6,0.01,0.03,1000,1.701612,49.062
6,0.01,0.03,2000,1.626221,33.438
6,0.01,0.03,3000,1.598584,38.438
6,0.01,0.03,5000,1.568625,41.875
6,0.01,0.03,7000,1.545471,50.625
6,0.01,0.03,10000,1.512382,40
6,0.01,0.03,15000,1.499721,44.375
6,0.01,0.03,20000,1.465092,37.812
6,0.01,0.03,30000,1.45439,36.25
6,0.01,0.03,50000,1.454244,43.125
6,0.01,0.1,500,1.664123,38.75
6,0.01,0.1,1000,1.584898,38.75
6,0.01,0.1,2000,1.552268,45.312
6,0.01,0.1,3000,1.501296,51.25
6,0.01,0.1,5000,1.475114,26.875
6,0.01,0.1,7000,1.456787,49.688
6,0.01,0.1,10000,1.473944,43.438
6,0.01,0.1,15000,1.443572,48.125
6,0.01,0.1,20000,1.439047,41.875
6,0.01,0.1,30000,1.446408,49.062
6,0.01,0.1,50000,1.428432,29.688
6,0.01,0.3,500,1.561155,32.188
6,0.01,0.3,1000,1.493329,30.938
6,0.01,0.3,2000,1.460091,51.562
6,0.01,0.3,3000,1.470391,44.062
6,0.01,0.3,5000,1.444299,36.875
6,0.01,0.3,7000,1.45303,39.375
6,0.01,0.3,10000,1.441821,44.375
6,0.01,0.3,15000,1.438762,51.25
6,0.01,0.3,20000,1.427812,47.188
6,0.01,0.3,30000,1.420411,41.875
6,0.01,0.3,50000,1.378411,46.562
6,0.01,0.5,500,1.518598,44.688
6,0.01,0.5,1000,1.482255,47.5
6,0.01,0.5,2000,1.452909,28.125
6,0.01,0.5,3000,1.458181,47.5
6,0.01,0.5,5000,1.421677,42.812
6,0.01,0.5,7000,1.433331,46.562
6,0.01,0.5,10000,1.44146,43.125
6,0.01,0.5,15000,1.426034,43.125
6,0.01,0.5,20000,1.406023,39.375
6,0.01,0.5,30000,1.407184,44.688
6,0.01,0.5,50000,1.40584,34.688
6,0.01,0.7,500,1.493639,44.062
6,0.01,0.7,1000,1.482642,50.625
6,0.01,0.7,2000,1.464596,49.062
6,0.01,0.7,3000,1.442931,44.062
6,0.01,0.7,5000,1.441214,45.312
6,0.01,0.7,7000,1.430696,49.688
6,0.01,0.7,10000,1.461424,49.688
6,0.01,0.7,15000,1.399596,48.75
6,0.01,0.7,20000,1.418725,40.625
6,0.01,0.7,30000,1.417681,51.562
6,0.01,0.7,50000,1.398015,48.438
6,0.01,0.9,500,1.492377,47.812
6,0.01,0.9,1000,1.482902,35.938
6,0.01,0.9,2000,1.462413,49.375
6,0.01,0.9,3000,1.467383,28.438
6,0.01,0.9,5000,1.443269,42.812
6,0.01,0.9,7000,1.444075,39.375
6,0.01,0.9,10000,1.417152,41.875
6,0.01,0.9,15000,1.411314,48.125
6,0.01,0.9,20000,1.383677,39.062
6,0.01,0.9,30000,1.414885,43.75
6,0.01,0.9,50000,1.391556,38.75
6,0.01,1.1,500,1.454522,38.438
6,0.01,1.1,1000,1.444255,30.625
6,0.01,1.1,2000,1.445986,47.5
6,0.01,1.1,3000,1.439931,30
6,0.01,1.1,5000,1.431253,48.438
6,0.01,1.1,7000,1.418382,53.438
6,0.01,1.1,10000,1.442086,47.812
6,0.01,1.1,15000,1.418638,44.688
6,0.01,1.1,20000,1.378873,46.25
6,0.01,1.1,30000,1.396441,40.625
6,0.01,1.1,50000,1.396322,39.375
6,0.01,1.3,500,1.486728,52.5
6,0.01,1.3,1000,1.459819,46.562
6,0.01,1.3,2000,1.46222,51.562
6,0.01,1.3,3000,1.442453,29.688
6,0.01,1.3,5000,1.425751,33.438
6,0.01,1.3,7000,1.419571,45.625
6,0.01,1.3,10000,1.419685,45.938
6,0.01,1.3,15000,1.411875,40.938
6,0.01,1.3,20000,1.415013,49.062
6,0.01,1.3,30000,1.394371,50
6,0.01,1.3,50000,1.394652,52.188
6,0.01,1.5,500,1.523691,49.688
6,0.01,1.5,1000,1.464799,44.375
6,0.01,1.5,2000,1.441813,49.375
6,0.01,1.5,3000,1.449401,32.188
6,0.01,1.5,5000,1.413493,45.625
6,0.01,1.5,7000,1.419621,37.812
6,0.01,1.5,10000,1.421537,29.063
6,0.01,1.5,15000,1.394536,48.125
6,0.01,1.5,20000,1.417909,44.062
6,0.01,1.5,30000,1.374792,43.438
6,0.01,1.5,50000,1.375309,40.312
6,0.01,1.8,500,1.48244,40.625
6,0.01,1.8,1000,1.44363,45
6,0.01,1.8,2000,1.440748,47.5
6,0.01,1.8,3000,1.432745,47.188
6,0.01,1.8,5000,1.407637,46.562
6,0.01,1.8,7000,1.41959,20
6,0.01,1.8,10000,1.426036,33.75
6,0.01,1.8,15000,1.412096,39.375
6,0.01,1.8,20000,1.399445,41.25
6,0.01,1.8,30000,1.373659,51.25
6,0.01,1.8,50000,1.374786,42.812
6,0.03,0.03,500,1.790209,46.25
6,0.03,0.03,1000,1.678762,47.5
6,0.03,0.03,2000,1.624141,48.438
6,0.03,0.03,3000,1.604375,35.625
6,0.03,0.03,5000,1.545384,45
6,0.03,0.03,7000,1.527741,47.5
6,0.03,0.03,10000,1.486555,27.812
6,0.03,0.03,15000,1.47966,46.25
6,0.03,0.03,20000,1.465232,17.188
6,0.03,0.03,30000,1.475587,29.063
6,0.03,0.03,50000,1.446017,42.188
6,0.03,0.1,500,1.636967,35.938
6,0.03,0.1,1000,1.578596,41.562
6,0.03,0.1,2000,1.52878,44.688
6,0.03,0.1,3000,1.513091,39.062
6,0.03,0.1,5000,1.472613,40.312
6,0.03,0.1,7000,1.460399,40
6,0.03,0.1,10000,1.450996,38.75
6,0.03,0.1,15000,1.458884,40.625
6,0.03,0.1,20000,1.438954,29.375
6,0.03,0.1,30000,1.437571,41.25
6,0.03,0.1,50000,1.406422,45
6,0.03,0.3,500,1.563408,46.875
6,0.03,0.3,1000,1.502555,37.812
6,0.03,0.3,2000,1.502955,45.625
6,0.03,0.3,3000,1.470431,45
6,0.03,0.3,5000,1.448296,50.625
6,0.03,0.3,7000,1.452915,51.562
6,0.03,0.3,10000,1.437064,40.312
6,0.03,0.3,15000,1.424056,22.812
6,0.03,0.3,20000,1.410715,42.5
6,0.03,0.3,30000,1.430315,36.25
6,0.03,0.3,50000,1.409542,7.5
6,0.03,0.5,500,1.509876,45.938
6,0.03,0.5,1000,1.472785,50.938
6,0.03,0.5,2000,1.462471,43.438
6,0.03,0.5,3000,1.440122,49.375
6,0.03,0.5,5000,1.445641,46.875
6,0.03,0.5,7000,1.424744,46.25
6,0.03,0.5,10000,1.425806,41.875
6,0.03,0.5,15000,1.415249,37.812
6,0.03,0.5,20000,1.424852,45
6,0.03,0.5,30000,1.424203,45.312
6,0.03,0.5,50000,1.396028,45.938
6,0.03,0.7,500,1.493791,31.25
6,0.03,0.7,1000,1.475267,47.5
6,0.03,0.7,2000,1.456832,51.25
6,0.03,0.7,3000,1.452914,46.25
6,0.03,0.7,5000,1.434859,40.625
6,0.03,0.7,7000,1.439683,53.75
6,0.03,0.7,10000,1.419541,43.75
6,0.03,0.7,15000,1.398713,49.375
6,0.03,0.7,20000,1.416276,39.688
6,0.03,0.7,30000,1.407769,49.375
6,0.03,0.7,50000,1.406065,32.188
6,0.03,0.9,500,1.493966,41.562
6,0.03,0.9,1000,1.453925,39.375
6,0.03,0.9,2000,1.433178,49.062
6,0.03,0.9,3000,1.452662,24.375
6,0.03,0.9,5000,1.441253,34.375
6,0.03,0.9,7000,1.432664,34.688
6,0.03,0.9,10000,1.407266,50
6,0.03,0.9,15000,1.40205,52.188
6,0.03,0.9,20000,1.392587,49.688
6,0.03,0.9,30000,1.409356,41.562
6,0.03,0.9,50000,1.419386,44.688
6,0.03,1.1,500,1.464653,38.438
6,0.03,1.1,1000,1.451059,34.688
6,0.03,1.1,2000,1.458599,40.938
6,0.03,1.1,3000,1.454393,30.625
6,0.03,1.1,5000,1.415276,35.938
6,0.03,1.1,7000,1.418364,52.188
6,0.03,1.1,10000,1.41069,47.188
6,0.03,1.1,15000,1.379358,42.5
6,0.03,1.1,20000,1.403196,43.438
6,0.03,1.1,30000,1.405926,22.5
6,0.03,1.1,50000,1.399542,45
6,0.03,1.3,500,1.460327,45.938
6,0.03,1.3,1000,1.465987,32.188
6,0.03,1.3,2000,1.458642,51.875
6,0.03,1.3,3000,1.419561,38.125
6,0.03,1.3,5000,1.426533,49.062
6,0.03,1.3,7000,1.423313,24.062
6,0.03,1.3,10000,1.418294,39.062
6,0.03,1.3,15000,1.404772,34.062
6,0.03,1.3,20000,1.392212,45.312
6,0.03,1.3,30000,1.398274,47.5
6,0.03,1.3,50000,1.372536,43.75
6,0.03,1.5,500,1.497034,43.438
6,0.03,1.5,1000,1.458827,50.938
6,0.03,1.5,2000,1.453745,33.438
6,0.03,1.5,3000,1.415884,42.5
6,0.03,1.5,5000,1.420914,43.125
6,0.03,1.5,7000,1.412489,43.438
6,0.03,1.5,10000,1.408434,36.25
6,0.03,1.5,15000,1.409554,40
6,0.03,1.5,20000,1.404561,47.188
6,0.03,1.5,30000,1.386136,43.438
6,0.03,1.5,50000,1.368448,43.75
6,0.03,1.8,500,1.469948,44.375
6,0.03,1.8,1000,1.463625,33.438
6,0.03,1.8,2000,1.443925,53.438
6,0.03,1.8,3000,1.425198,47.188
6,0.03,1.8,5000,1.42006,48.438
6,0.03,1.8,7000,1.406513,50.938
6,0.03,1.8,10000,1.405858,51.25
6,0.03,1.8,15000,1.403723,47.188
6,0.03,1.8,20000,1.4137,41.875
6,0.03,1.8,30000,1.40634,40
6,0.03,1.8,50000,1.374569,43.75
6,0.1,0.03,500,1.745668,43.125
6,0.1,0.03,1000,1.662856,48.438
6,0.1,0.03,2000,1.596125,34.062
6,0.1,0.03,3000,1.593473,38.125
6,0.1,0.03,5000,1.546809,48.125
6,0.1,0.03,7000,1.523725,42.188
6,0.1,0.03,10000,1.496114,42.188
6,0.1,0.03,15000,1.490457,43.438
6,0.1,0.03,20000,1.489327,43.438
6,0.1,0.03,30000,1.45436,35.625
6,0.1,0.03,50000,1.457087,36.25
6,0.1,0.1,500,1.615443,44.688
6,0.1,0.1,1000,1.572961,41.562
6,0.1,0.1,2000,1.547513,39.688
6,0.1,0.1,3000,1.488285,45.625
